2022 National Employment Matrix code,2022 National Employment Matrix title,Occupation Group,Occupation type,"Employment, 2022","Employment, 2032","Employment change, numeric, 2022-32","Employment change, percent, 2022-32","Percent self employed, 2022","Occupational openings, 2022-32 annual average","Median annual wage, 2022(1)",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Factors affecting occupational utilization,Automation Probability,Total employed,Women,White,Black or African American,Asian,Hispanic or Latino
17-2011,Aerospace Engineers,detailed,Line item,63.8,67.7,3.9,6.1,—,3.8,126880.0,Bachelor's degree,,,"Demand change - share increases as aerospace engineers are needed to support the government's increased interest in space, especially given the newly established Space Force military branch.",0.017,173,17.4,80.9,3.8,12.4,9.6
17-2021,Agricultural Engineers,detailed,Line item,1.6,1.7,0.1,6.3,—,0.1,83260.0,Bachelor's degree,,,Demand change - share increases as growing concern related to the effects of climate change on agriculture supports increased demand for agricultural engineers.,0.49,4,–,–,–,–,–
17-2031,Bioengineers and Biomedical Engineers,detailed,Line item,19.7,20.7,1.0,5.1,—,1.2,99550.0,Bachelor's degree,,,,0.037,24,–,–,–,–,–
17-2041,Chemical Engineers,detailed,Line item,20.8,22.5,1.7,8.1,—,1.3,106260.0,Bachelor's degree,,,"Demand change - share increases as chemical manufacturing processes undergo increasing complexity and requirements changes (availability, sustainability); there will be more of a need for chemical engineers, who are tasked with designing these manufacturing systems and processes.",0.017,75,27.9,70.2,7.8,13.5,7.3
17-2051,Civil Engineers,detailed,Line item,326.3,342.5,16.2,5.0,3.5,21.2,89940.0,Bachelor's degree,,,Demand change - share increases as demand for new infrastructure projects will lead to more demand for civil engineers.,0.019,482,17.1,76.1,6.5,15.8,12.2
17-2061,Computer Hardware Engineers,detailed,Line item,78.1,81.6,3.6,4.6,1.9,4.6,132360.0,Bachelor's degree,,,"Demand change - share decreases as companies increase their focus on software innovation compared to hardware to support expanded use of growing technologies, tempering the demand for computer hardware engineers.",0.22,90,15.7,53.9,9.3,34.1,7
17-2070,Electrical and Electronics Engineers,broad,Summary,299.7,315.5,15.8,5.3,1.7,17.8,104610.0,—,—,—,,,296,8.1,71.4,6,21.5,5.8
17-2071,Electrical Engineers,detailed,Line item,188.8,196.6,7.9,4.2,1.7,11.0,103320.0,Bachelor's degree,,,"Demand change - share increases as innovations in communications equipment drive demand for electrical engineers to research, design, and develop new equipment, and facilitate their production.",0.1,,,,,,
17-2072,"Electronics Engineers, Except Computer",detailed,Line item,110.9,118.9,7.9,7.2,1.6,6.9,108170.0,Bachelor's degree,,,"Demand change - share increases as innovations in audio and video equipment drive demand for electronics engineers to research, design, and develop new equipment, and facilitate their production.",0.025,,,,,,
17-2081,Environmental Engineers,detailed,Line item,47.3,50.2,2.9,6.1,1.4,3.4,96530.0,Bachelor's degree,,,Demand change - share increases as growing public concern around the effects of climate change and the need to improve water and air quality will support demand for environmental engineers.,0.018,47,–,–,–,–,–
17-2110,"Industrial Engineers, Including Health and Safety",broad,Summary,349.3,388.5,39.2,11.2,0,24.1,96590.0,—,—,—,,,221,25,73.5,7.1,16.8,6.1
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,Line item,22.0,22.8,0.8,3.7,—,1.3,100660.0,Bachelor's degree,,,,0.028,,,,,,
17-2112,Industrial Engineers,detailed,Line item,327.3,365.7,38.4,11.7,0,22.8,96350.0,Bachelor's degree,,,"Demand change - share increases as increasingly complex manufacturing processes, logistics and supply chains drive demand for industrial engineers to design and develop them.",0.029,,,,,,
17-2121,Marine Engineers and Naval Architects,detailed,Line item,8.0,8.1,0.1,0.7,4.5,0.4,96910.0,Bachelor's degree,,,"Demand change - share increases as ships and ports in the U.S. continue to come under pressure to meet international standards on the reduction in air pollution from ships, driving demand for marine engineers and naval architects to design and operate ships and port facilities that meet stricter emissions requirements.",0.01,8,–,–,–,–,–
17-2131,Materials Engineers,detailed,Line item,22.3,23.5,1.1,5.1,1.2,1.5,100140.0,Bachelor's degree,,,Demand change - share increases as additional high tech and environmentally friendly materials and processes will be needed to meet production needs.,0.021,48,–,–,–,–,–
17-2141,Mechanical Engineers,detailed,Line item,286.1,314.7,28.5,10.0,1,19.2,96310.0,Bachelor's degree,,,"Demand change - share increases as growing automation and innovation of mechanical and machinery products, equipment, and systems drive demand for mechanical engineers to design, develop, test, and maintain them.",0.011,403,8.5,79.4,3.6,14.9,11.9
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,Line item,7.5,7.6,0.0,0.3,—,0.4,97490.0,Bachelor's degree,,,,0.14,3,–,–,–,–,–
17-2161,Nuclear Engineers,detailed,Line item,13.8,13.9,0.1,1.1,7.4,0.8,122480.0,Bachelor's degree,,,,0.07,11,–,–,–,–,–
17-2171,Petroleum Engineers,detailed,Line item,21.4,21.9,0.5,2.5,—,1.2,131800.0,Bachelor's degree,,,,0.16,18,–,–,–,–,–
17-2199,"Engineers, All Other",detailed,Line item,170.3,176.0,5.7,3.3,7,10.4,104600.0,Bachelor's degree,,,,0.014,631,14.9,74.7,7.1,15.2,8.9
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,Summary,663.6,668.8,5.2,0.8,2.2,62.1,61090.0,—,—,—,,,,,,,,
17-3010,Drafters,broad,Summary,197.3,193.0,-4.3,-2.2,1.5,16.6,60400.0,—,—,—,,,,,,,,
17-3011,Architectural and Civil Drafters,detailed,Line item,107.1,107.7,0.6,0.6,0.2,10.0,59820.0,Associate's degree,,,Productivity change - share decreases as software advances allow drafters to perform their tasks more efficiently.,0.52,46,–,–,–,–,–
17-3012,Electrical and Electronics Drafters,detailed,Line item,21.8,22.0,0.2,0.9,2.9,1.8,64240.0,Associate's degree,,,Productivity change - share decreases as software capabilities allow drafters to perform work more rapidly.,0.81,,,,,,
17-3013,Mechanical Drafters,detailed,Line item,49.6,46.0,-3.6,-7.2,3,3.5,61310.0,Associate's degree,,,Productivity change - share decreases as software makes design process more efficient and allows drafters to produce designs for rapid prototype development.,0.68,,,,,,
17-3019,"Drafters, All Other",detailed,Line item,18.7,17.3,-1.5,-7.8,2.9,1.3,57640.0,Associate's degree,,,Productivity change - share decreases as advanced CAD software allows design professionals to perform tasks more efficiently.,,80,15.3,88.2,5.1,6.7,12.6
17-3020,"Engineering Technologists and Technicians, Except Drafters",broad,Summary,402.1,409.5,7.3,1.8,1.4,37.8,62530.0,—,—,—,,,,,,,,
17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,Line item,10.2,11.0,0.8,8.3,1.7,1.0,74410.0,Associate's degree,,,Demand change - share increases as new aerospace products such as small satellites and drones require testing to comply with FAA regulations.,0.48,,,,,,
17-3022,Civil Engineering Technologists and Technicians,detailed,Line item,64.8,65.4,0.6,0.9,1,5.9,59630.0,Associate's degree,,,"Productivity change - share decreases as fewer civil engineering technicians are needed due to improved drafting software, such as CAD, which increases their productivity.",0.75,,,,,,
17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,Line item,102.5,103.3,0.8,0.8,1.1,9.9,66390.0,Associate's degree,,,Productivity change - share decreases as robotics and automation of tasks such as assembly and testing increase the productivity of workers.,0.84,90,9.3,74.6,12.6,8.1,17.3
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,Line item,15.2,14.8,-0.4,-2.7,1.7,1.3,60570.0,Associate's degree,,,Capital/labor substitution - share decreases as automation in manufacturing continues to increase.,0.81,,,,,,
17-3025,Environmental Engineering Technologists and Technicians,detailed,Line item,13.9,14.1,0.2,1.3,1.5,1.3,50980.0,Associate's degree,,,Productivity change - share decreases as automation of environmental testing increases.,0.25,,,,,,
17-3026,Industrial Engineering Technologists and Technicians,detailed,Line item,69.1,71.3,2.2,3.2,1.7,6.5,61210.0,Associate's degree,,,,0.03,,,,,,
17-3027,Mechanical Engineering Technologists and Technicians,detailed,Line item,41.1,41.4,0.3,0.6,1.7,3.7,61990.0,Associate's degree,,,"Productivity change - share decreases as improvements in computer-aided design software, knowledge-based systems, and related technologies allow these workers to perform routine tasks more efficiently.",0.38,,,,,,
17-3028,Calibration Technologists and Technicians,detailed,Line item,11.3,11.8,0.5,4.4,1.7,1.1,62050.0,Associate's degree,,,,,,,,,,
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,Line item,74.1,76.4,2.3,3.1,1.3,7.0,65520.0,Associate's degree,,,,0.24,374,15,76.6,11,10.1,13.7
17-3031,Surveying and Mapping Technicians,detailed,Line item,64.2,66.3,2.1,3.3,10.1,7.8,47180.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.96,83,11.3,89.2,8.5,0,11.5
17-3031,Surveying and Mapping Technicians,detailed,Line item,64.2,66.3,2.1,3.3,10.1,7.8,47180.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.96,1840,48.2,73.3,6.1,17.1,8.2
19-0000,"Life, Physical, and Social Science Occupations",major,Summary,1473.7,1563.2,89.5,6.1,5.2,136.8,74330.0,—,—,—,,,19,–,–,–,–,–
19-1000,Life Scientists,minor,Summary,344.4,368.8,24.5,7.1,1,25.4,83060.0,—,—,—,,,,,,,,
19-1010,Agricultural and Food Scientists,broad,Summary,35.4,37.5,2.1,6.0,1.6,3.0,74940.0,—,—,—,,,,,,,,
19-1011,Animal Scientists,detailed,Line item,2.8,2.9,0.2,5.7,—,0.2,69390.0,Bachelor's degree,,,,0.061,,,,,,
19-1012,Food Scientists and Technologists,detailed,Line item,15.3,16.5,1.1,7.5,1.9,1.3,79860.0,Bachelor's degree,,,,0.077,,,,,,
19-1013,Soil and Plant Scientists,detailed,Line item,17.2,18.1,0.8,4.7,1.4,1.4,65730.0,Bachelor's degree,,,,0.021,,,,,,
19-1020,Biological Scientists,broad,Summary,135.0,141.3,6.3,4.7,1.2,10.6,86000.0,—,—,—,,,110,57.9,80.4,5.7,11.8,3.5
19-1021,Biochemists and Biophysicists,detailed,Line item,34.5,36.8,2.3,6.7,1.7,2.8,103810.0,Doctoral or professional degree,,,,0.027,,,,,,
19-1022,Microbiologists,detailed,Line item,20.9,22.0,1.1,5.2,1.3,1.7,81990.0,Bachelor's degree,,,,0.012,,,,,,
19-1023,Zoologists and Wildlife Biologists,detailed,Line item,19.1,19.7,0.6,3.0,0.5,1.5,67430.0,Bachelor's degree,,,,0.3,,,,,,
19-1029,"Biological Scientists, All Other",detailed,Line item,60.4,62.7,2.3,3.9,1,4.7,87300.0,Bachelor's degree,,,,0.015,,,,,,
19-1030,Conservation Scientists and Foresters,broad,Summary,36.0,37.3,1.3,3.5,0.7,3.0,64420.0,—,—,—,,,29,–,–,–,–,–
19-1031,Conservation Scientists,detailed,Line item,24.7,25.7,1.0,4.1,0.6,2.1,64460.0,Bachelor's degree,,,"Demand change - share increases as social advocacy for environmental protection and conservation is expected to increase over the projections decade, driving demand for conservation scientists.",0.016,,,,,,
19-1032,Foresters,detailed,Line item,11.3,11.6,0.3,2.4,0.9,0.9,64220.0,Bachelor's degree,,,,0.0081,,,,,,
19-1040,Medical Scientists,broad,Summary,129.1,143.4,14.3,11.1,0.9,8.3,97210.0,—,—,—,,,147,46.5,47.6,9.3,41.1,4.2
19-1041,Epidemiologists,detailed,Line item,10.0,12.7,2.7,26.7,—,0.8,78520.0,Master's degree,,,"Demand change - share increases as more research is needed to effectively combat the adverse health consequences of diseases as advances in health technology improves the ability to discover, identify, and understand more about them.",0.2,,,,,,
19-1042,"Medical Scientists, Except Epidemiologists",detailed,Line item,119.0,130.7,11.6,9.8,0.9,7.5,99930.0,Doctoral or professional degree,,,"Demand change - share increases as more research is needed to effectively combat the adverse health consequences of diseases as advances in health technology improve the ability to discover, identify, and understand new cures and treatments.",0.0045,,,,,,
19-1099,"Life Scientists, All Other",detailed,Line item,9.0,9.4,0.5,5.2,0.8,0.5,83930.0,Bachelor's degree,,,,,13,–,–,–,–,–
19-2000,Physical Scientists,minor,Summary,267.8,282.1,14.2,5.3,1.9,21.0,83760.0,—,—,—,,,,,,,,
19-2010,Astronomers and Physicists,broad,Summary,23.6,24.7,1.1,4.7,5.1,1.5,139220.0,—,—,—,,,26,–,–,–,–,–
19-2011,Astronomers,detailed,Line item,2.4,2.6,0.1,4.6,4.2,0.2,128330.0,Doctoral or professional degree,,,,0.041,,,,,,
19-2012,Physicists,detailed,Line item,21.1,22.1,1.0,4.7,5.2,1.4,142850.0,Doctoral or professional degree,,,,0.1,,,,,,
19-2021,Atmospheric and Space Scientists,detailed,Line item,10.5,11.0,0.5,4.4,—,0.9,83780.0,Bachelor's degree,,,,0.67,12,–,–,–,–,–
19-2030,Chemists and Materials Scientists,broad,Summary,95.0,100.8,5.8,6.1,—,7.2,81810.0,—,—,—,,,78,46.3,67.5,8.3,21.8,9.1
19-2031,Chemists,detailed,Line item,87.1,92.5,5.4,6.2,—,6.6,80670.0,Bachelor's degree,,,Demand change - share increases as chemists are employed to investigate findings in nanotechnology for medical purposes.,0.1,,,,,,
19-2032,Materials Scientists,detailed,Line item,7.9,8.3,0.4,5.1,—,0.6,104380.0,Bachelor's degree,,,,0.021,,,,,,
19-2040,Environmental Scientists and Geoscientists,broad,Summary,113.3,119.6,6.3,5.6,0.1,9.6,78730.0,—,—,—,,,,,,,,
19-2041,"Environmental Scientists and Specialists, Including Health",detailed,Line item,80.5,85.3,4.9,6.1,—,6.9,76480.0,Bachelor's degree,,,Demand change - share increases as growing public concern around the effects of climate change will support demand for environmental scientists and specialists.,0.033,33,–,–,–,–,–
19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,Line item,26.3,27.6,1.3,5.1,0.3,2.2,87480.0,Bachelor's degree,,,,0.63,43,–,–,–,–,–
19-2043,Hydrologists,detailed,Line item,6.6,6.7,0.1,1.5,—,0.5,85990.0,Bachelor's degree,,,Capital/labor substitution - share decreases as AI replace hydrologists for some data analysis activities.,0.014,,,,,,
19-2099,"Physical Scientists, All Other",detailed,Line item,25.4,25.9,0.5,2.1,15.3,1.7,107970.0,Bachelor's degree,,,,0.43,442,43,62.6,5,29.4,6.4
19-3000,Social Scientists and Related Workers,minor,Summary,326.1,342.1,16.0,4.9,18.4,23.3,84000.0,—,—,—,,,,,,,,
19-3011,Economists,detailed,Line item,17.6,18.7,1.1,6.3,1.4,1.2,113940.0,Master's degree,,,"Demand change - share increases as consulting firms increasingly turn to economists to apply analysis of big data to pricing, advertising, and other business areas.",0.43,29,–,–,–,–,–
19-3022,Survey Researchers,detailed,Line item,8.8,8.4,-0.3,-3.8,2.3,0.7,60410.0,Master's degree,,,Productivity change - share decreases as data collection increasingly occurs via mobile technologies and automated techniques.,0.23,2,–,–,–,–,–
19-3030,Psychologists,broad,Summary,196.0,208.0,12.0,6.1,28.3,12.8,85330.0,—,—,—,,,,,,,,
19-3032,Industrial-Organizational Psychologists,detailed,Line item,10.1,10.6,0.6,5.9,86.3,0.7,139280.0,Master's degree,,Internship/residency,,0.012,,,,,,
19-3033,Clinical and Counseling Psychologists,detailed,Line item,67.5,75.2,7.7,11.4,5.6,4.1,90130.0,Doctoral or professional degree,,Internship/residency,Demand change - share increases as more departments add career counselors and psychologists to help students.,,13,–,–,–,–,–
19-3034,School Psychologists,detailed,Line item,62.2,63.0,0.8,1.3,2.7,4.1,81500.0,Master's degree,,Internship/residency,Demand change - share increases as more departments add career counselors and psychologists to help students.,,48,–,–,–,–,–
19-3039,"Psychologists, All Other",detailed,Line item,56.3,59.1,2.9,5.1,73.6,3.9,106420.0,Master's degree,,Internship/residency,,0.0043,154,75,87.3,5.8,3.2,8.1
